dataSet,num_nodes,num_edges,sputnik,cusparse,rode,gespmm,advisor,tcgnn,dtc
lhr71c,70305,1528092,0.408246,0.278339,0.220141,0.3404,0.4953,1.8337,0.4680575728416443
li,22696,1350309,0.211501,0.215968,0.167034,0.242,0.355,2.2803,0.2857407927513122
Long_Coup_dt0,1470153,44279572,13.338608,13.736353,10.719034,9.2946,12.1567,1000000000.0,8.589712142944336
Long_Coup_dt6,1470153,44279572,13.340548,13.823786,10.720195,9.2934,12.1556,1000000000.0,8.631561279296875
lowThrust_10,18261,116074,0.330198,0.067786,0.047024,0.0352,0.0522,0.8816,0.1478271931409835
lowThrust_11,18369,117002,0.328774,0.067219,0.047341,0.0356,0.0523,0.866,0.1493119895458221
lowThrust_12,18459,117423,0.337907,0.067994,0.047053,0.0358,0.0524,0.8762,0.1485344022512436
lowThrust_13,18477,117580,0.335331,0.066477,0.04727,0.0359,0.0525,0.8708,0.1551328003406524
lowThrust_4,13563,84240,0.20673,0.049779,0.041632,0.0321,0.0418,0.8623,0.1719391942024231
lowThrust_5,16263,103701,0.275203,0.060602,0.042912,0.0336,0.0461,0.8662,0.1772575974464416
lowThrust_6,16929,108376,0.287574,0.061472,0.044515,0.0344,0.0498,0.8656,0.1744959950447082
lowThrust_7,17379,110607,0.303517,0.064666,0.045606,0.0347,0.0505,0.8665,0.1582368016242981
lowThrust_8,17703,113139,0.311939,0.064307,0.046006,0.035,0.0512,0.87,0.1572479903697967
lowThrust_9,18045,114806,0.325126,0.066077,0.046179,0.035,0.0517,0.8697,0.1482143998146057
lp1,534389,1088904,12.463437,1.176918,0.861779,1.0623,1.5531,3.5752,2.251081705093384
luxembourg_osm,114600,119666,0.396077,0.247894,0.16081,0.2194,0.3195,0.5806,0.4874784052371979
m14b,214766,1679018,1.581498,0.953165,0.551286,0.5934,0.9197,6.4706,1.2304704189300537
mario001,38435,114643,0.134278,0.108768,0.05609,0.0771,0.1231,0.5753,0.2023487985134124
mario002,389875,1167685,1.587686,1.237606,0.891021,0.9818,1.3229,4.3307,1.7228384017944336
mark3jac040sc,18290,113435,0.061843,0.051011,0.026755,0.032,0.0761,0.846,0.1180991977453231
mark3jac060sc,27450,170695,0.092758,0.075987,0.041162,0.0625,0.1182,0.8708,0.1711263954639434
me2010,69519,167738,0.258816,0.16545,0.106774,0.1123,0.194,1.3358,0.3437567949295044
memplus,17759,126150,0.072451,0.051686,0.034979,0.0368,0.0659,7.253,0.1534143984317779
mip1,66464,5209641,3.605446,1.287155,1.003773,0.9141,1.3891,1000000000.0,0.4505279958248138
ML_Laplace,377003,27689972,3.163248,3.721869,3.296518,5.0174,7.1224,1000000000.0,2.8538527488708496
mouse_gene,45102,14506196,3.373424,4.263062,3.991264,2.7216,3.7963,1000000000.0,3.884361743927002
msc10848,10849,620313,0.132275,0.190486,0.110582,0.1155,0.1764,2.5868,0.1278463900089264
msc23052,23053,588933,0.159718,0.184282,0.132243,0.1176,0.199,2.0441,0.1823360025882721
msdoor,415864,10328399,3.428307,2.97225,3.146979,2.2459,3.1948,1000000000.0,2.117612838745117
m_t1,97579,4925574,1.114733,1.370646,1.012394,0.9048,1.2987,4.9666,0.6627711653709412
mult_dcop_01,25188,193276,0.991914,0.085005,0.05527,0.077,0.1561,241.7656,0.168598398566246
mult_dcop_02,25188,193276,0.987232,0.085709,0.057456,0.0771,0.1575,238.8818,0.1679808050394058
mult_dcop_03,25188,193216,0.985616,0.085334,0.055302,0.08,0.157,225.1162,0.1685055941343307
NACA0015,1039184,3114818,5.313783,4.226221,3.128768,2.7573,3.5605,1000000000.0,4.649203300476074
nasasrb,54871,1366097,0.425136,0.38752,0.348931,0.2728,0.3837,1.4409,0.2969023883342743
nd12k,36001,7128473,1.94207,1.997632,1.156877,1.2959,1.6941,1000000000.0,0.4922016263008117
nd24k,72001,14393817,4.157584,4.061702,2.566851,2.6603,3.5085,1000000000.0,0.9659584164619446
nd6k,18001,3457658,0.81487,0.969347,0.559347,0.6338,0.8331,7.171,0.2892096042633056
net100,29921,1031560,0.264595,0.322624,0.212451,0.1989,0.3223,7.2395,0.3122912049293518
net125,36721,1306960,0.346749,0.40503,0.283216,0.2538,0.4072,7.3885,0.353577584028244
net150,43521,1582360,0.415293,0.48208,0.344259,0.312,0.4952,7.7209,0.4582304060459137
net4-1,88344,1265035,0.746205,0.454707,0.338112,0.3457,0.5091,7.3393,0.6604959964752197
net50,16321,480760,0.121674,0.158928,0.093747,0.1006,0.1584,6.4931,0.1632671952247619
net75,23121,756160,0.187274,0.244138,0.15752,0.1557,0.243,6.6368,0.2761791944503784
netherlands_osm,2216689,2441238,7.975299,4.476483,3.132797,4.1715,5.5175,1000000000.0,8.601205825805664
nh2010,48838,117275,0.16769,0.123574,0.073888,0.0899,0.1444,0.8109,0.3205024003982544
NLR,4163764,12487976,21.553959,17.064602,13.078791,11.5402,14.5079,1000000000.0,18.76201057434082
NotreDame_www,325730,929849,1.01632,0.866256,0.383968,0.4259,0.597,4.0136,0.995644748210907
nv2010,84539,208499,0.327782,0.194947,0.131146,0.1382,0.2362,1.4599,0.4165824055671692
ohne2,181344,11063545,1.78903,1.682723,1.56951,2.1739,2.9319,1000000000.0,2.4165854454040527
oilpan,73753,1835470,0.542899,0.5168,0.530576,0.391,0.5634,1.4299,0.3551456034183502
olafu,16147,515651,0.139654,0.154154,0.108842,0.0957,0.1567,0.6816,0.1152351945638656
onetone2,36058,227628,0.121872,0.097334,0.055117,0.0835,0.1448,0.8033,0.2008384019136428
OPF_10000,43888,255799,0.18217,0.139782,0.079078,0.1087,0.1844,1.2092,0.2256864011287689
opt1,15450,973052,0.193312,0.272448,0.171427,0.1758,0.2656,1.5724,0.131097599864006
p2p-Gnutella31,62587,147892,0.184208,0.119728,0.081046,0.0741,0.1188,1.101,0.2878879904747009
parabolic_fem,525826,2100225,2.454163,2.30327,1.768624,1.4998,2.017,6.9154,2.44913911819458
patents,3774769,14970767,16.515873,11.500602,8.405882,10.923,13.1747,1000000000.0,14.4743013381958
pattern1,19243,4671337,0.944595,1.328925,0.908963,0.864,1.1719,89.2374,1.1871871948242188
pcrystk02,13966,491274,0.111517,0.147114,0.09439,0.0866,0.1467,0.6799,0.1179744005203247
pcrystk03,24697,887937,0.206304,0.256237,0.17736,0.1601,0.2603,0.8838,0.1705023944377899
pct20stif,52330,1375396,0.412765,0.395318,0.346902,0.2717,0.4097,3.0795,0.2737440168857574
pdb1HYS,36418,2190591,0.505312,0.603677,0.420816,0.3821,0.5707,2.3587,0.2250816076993942
pds10,16559,83108,0.059011,0.052637,0.02703,0.0341,0.0621,1.3723,0.1041503995656967
PFlow_742,742794,18940627,6.440698,5.334298,5.472957,3.8542,5.3158,1000000000.0,4.059664249420166
pkustk01,22045,500712,0.144618,0.306659,0.106413,0.1037,0.1822,1.5994,0.1576640009880066
pkustk02,10801,410400,0.087494,0.12225,0.070656,0.0768,0.1259,1.9442,0.1202399954199791
pkustk03,63337,1596876,0.480829,0.473018,0.381533,0.3314,0.5094,2.2305,0.4197536110877991
pkustk04,55591,2137125,0.660755,0.59313,0.4548,0.4319,0.646,44.1796,0.4286399781703949
pkustk05,37165,1121154,0.279811,0.335683,0.249053,0.2192,0.3438,2.293,0.2261472046375274
pkustk06,43165,1307466,0.326038,0.387837,0.29593,0.259,0.3969,2.4887,0.253711998462677
pkustk07,16861,1217832,0.244064,0.339501,0.230243,0.2262,0.323,5.9883,0.1745215952396392
pkustk08,22210,1624440,0.333302,0.450608,0.31545,0.3003,0.4264,6.3884,0.2794432044029236
pkustk09,33961,808800,0.239334,0.247389,0.170506,0.1595,0.279,1.3835,0.1966752111911773
pkustk10,80677,2194830,0.632947,0.628602,0.517693,0.4538,0.6624,3.2806,0.4943071901798248
pkustk11,87805,2652858,0.681859,0.770291,0.626848,0.5501,0.782,3.85,0.5220928192138672
pkustk12,94654,3803485,1.060659,1.037786,0.834822,0.7625,1.1048,140.1718,0.7059264183044434
pkustk13,94894,3355860,0.978586,0.936474,0.827818,0.691,0.9391,7.0427,0.6411871910095215
pkustk14,151927,7494215,1.711885,2.014486,1.57039,1.4227,1.9643,1000000000.0,1.090620756149292
pli,22696,686502,0.211626,0.327626,0.165386,0.1303,0.201,1.1112,0.1683680117130279
PR02R,161071,8185136,1.214118,1.165744,1.139981,1.4886,2.2484,1000000000.0,1.1842080354690552
Pres_Poisson,14823,365313,0.10055,0.113798,0.078874,0.0693,0.1161,0.9441,0.1084416061639785
pwtk,217919,5926171,1.651366,1.609283,1.449475,1.1487,1.5191,1000000000.0,1.0646560192108154
qa8fk,66128,863353,0.4124,0.269962,0.157802,0.2165,0.2868,1.763,0.4373184144496918
qa8fm,66128,863353,0.411526,0.268794,0.157482,0.2164,0.287,1.7649,0.4363935887813568
raefsky3,21201,1488768,0.154806,0.23008,0.150874,0.2605,0.404,0.9449,0.1669439971446991
raefsky4,19780,674195,0.159235,0.200003,0.138307,0.1253,0.2037,1.0372,0.1400735974311828
rajat15,37262,443573,0.243027,0.123478,0.078163,0.1138,0.2203,15.1015,0.2218303978443145
rajat22,39900,197264,0.25631,0.103907,0.076368,0.1014,0.1502,26.3424,0.2129440009593963
rajat26,51033,249302,0.294525,0.129024,0.082992,0.127,0.1867,28.3422,0.2534336149692535
ramage02,16831,1441591,0.302669,0.405587,0.285651,0.2621,0.3713,1.9283,0.1603679955005645
Reuters911,13333,148038,0.129946,0.066934,0.057571,0.0366,0.0783,10.03,0.1483808010816574
rgg_n_2_15_s0,32769,160240,0.129139,0.106797,0.054784,0.071,0.1214,0.7816,0.1804639995098114
rgg_n_2_22_s0,4194305,30359198,32.947163,12.448899,8.653283,11.0656,15.3849,1000000000.0,23.15671730041504
ri2010,25182,62875,0.082346,0.06863,0.038666,0.0402,0.078,0.6478,0.2100415974855423
rim,22561,1014951,0.168899,0.161101,0.130986,0.1838,0.2961,1.2512,0.1595775932073593
RM07R,381690,37464962,4.602733,5.473875,4.046496,7.3471,9.529,1000000000.0,4.106854438781738
rma10,46836,2374001,0.359245,0.351728,0.285286,0.437,0.6233,2.4202,0.3707936108112335
roadNet-CA,1971282,2766607,7.239213,3.896816,2.671911,3.6685,4.9922,1000000000.0,7.765952110290527
roadNet-PA,1090921,1541898,4.006928,2.157449,1.480461,1.9929,2.7545,1000000000.0,4.317827224731445
roadNet-TX,1393384,1921660,5.080701,2.727904,1.879798,2.536,3.4601,1000000000.0,5.469084739685059
s3dkq4m2,90450,2455670,0.690883,0.685018,0.600742,0.4775,0.6293,1.7646,0.5640736222267151
s3dkt3m2,90450,1921955,0.565715,0.55985,0.582758,0.4162,0.5447,1.4591,0.4869728088378906
s4dkt3m2,90450,1921955,0.564627,0.560694,0.583955,0.4154,0.5456,1.459,0.4910399913787842
Serena,1391350,32961525,14.104273,10.021334,10.25135,7.2763,9.428,1000000000.0,7.8629469871521
shermanACb,18511,145149,0.450118,0.061258,0.047155,0.0552,0.0993,55.9779,0.1531008034944534
ship_001,34921,2339575,0.475069,0.656666,0.433021,0.4167,0.6012,2.6731,0.3189248144626617
ship_003,121729,4103881,1.133651,1.15072,0.945696,0.8191,1.1272,4.2743,0.7479168176651001
shipsec1,140875,3977139,1.106275,1.130477,0.979552,0.8225,1.0987,4.6247,0.8767840266227722
shipsec5,179861,5146478,1.471725,1.445754,1.254803,1.056,1.4035,1000000000.0,1.034608006477356
shipsec8,114920,3384159,0.949325,0.9576,0.82824,0.6882,0.9418,3.7152,0.7196127772331238
Si10H16,17078,446500,0.131488,0.143533,0.10184,0.0933,0.1372,2.6996,0.1561568081378936
Si34H36,97570,2626974,0.784704,0.775968,0.756685,0.5876,0.7233,8.2314,0.8300831913948059
Si41Ge41H72,185640,7598452,2.106765,2.189434,1.964163,1.5715,1.9862,1000000000.0,1.754252791404724
Si5H12,19897,379247,0.126838,0.131424,0.102682,0.0849,0.1254,2.287,0.1672672033309936
Si87H76,240370,5451000,1.955072,1.684643,1.676163,1.2451,1.5564,1000000000.0,1.940396904945373
sinc15,11533,568526,0.081398,0.104394,0.064874,0.1113,0.1523,5.9606,0.2350943982601165
SiO,33402,675528,0.233562,0.216291,0.181821,0.1458,0.2115,3.7686,0.3072959780693054
SiO2,155332,5719417,1.538403,1.643891,1.424051,1.1674,1.5587,1000000000.0,1.3581600189208984
skirt,12599,104559,0.052758,0.051728,0.026726,0.0271,0.0485,0.4628,0.1060255989432334
smallworld,100001,499998,0.512723,0.287466,0.181798,0.2348,0.3484,1.1444,0.4784959852695465
sme3Dc,42931,3148656,0.505738,0.530966,0.46689,0.6263,0.959,28.8812,1.2767168283462524
smt,25711,1889447,0.393891,0.511853,0.348506,0.3322,0.489,2.4028,0.2058880031108856
soc-sign-Slashdot090221,82145,549202,0.283219,0.183792,0.146544,0.1756,0.2638,7.8519,0.4848127961158752
sparsine,50001,799494,0.366608,0.316237,0.264179,0.2062,0.3206,4.5356,0.4931647777557373
srb1,54925,1508538,0.422886,0.448451,0.361232,0.2943,0.4366,3.7366,0.2849664092063904
Stanford,281904,2312497,2.998291,1.171888,0.761942,1.0171,1.7798,816.1221,1.904444932937622
std1_Jac2,21983,1248731,0.186211,0.19599,0.159754,0.245,0.3514,10.3516,0.3014687895774841
std1_Jac3,21983,1455848,0.205405,0.22191,0.19016,0.2737,0.4012,12.7188,0.293942391872406
stokes128,49667,295938,0.217805,0.160166,0.084624,0.108,0.1778,0.8416,0.2459135949611663
stokes64,12547,74242,0.044128,0.047088,0.019354,0.0249,0.0376,0.3897,0.1042592078447341
struct3,53571,613632,0.307245,0.21193,0.121498,0.1446,0.2414,0.8195,0.2534272074699402
t2dah,11446,93781,0.048432,0.046883,0.025923,0.0249,0.0406,0.3868,0.1101280003786087
t2dah_a,11446,93781,0.048323,0.045667,0.026138,0.0246,0.0403,0.3919,0.1102048009634018
t2dah_e,11446,93781,0.048573,0.046909,0.026314,0.0246,0.0403,0.3902,0.1105280071496963
t3dh,79172,2215638,0.689098,0.652326,0.600547,0.4629,0.6262,3.617,0.5782111883163452
t3dh_a,79172,2215638,0.68903,0.652906,0.600237,0.4625,0.6239,3.5978,0.5718976259231567
t3dh_e,79172,2215638,0.690787,0.652685,0.600448,0.4628,0.6242,3.5868,0.5707615613937378
t3dl,20361,265113,0.110435,0.10007,0.054179,0.0678,0.1029,0.7622,0.1431552022695541
t3dl_a,20361,265113,0.109536,0.098611,0.054144,0.0678,0.103,0.7731,0.138454407453537
tandem_vtx,18455,135902,0.084554,0.069075,0.036134,0.0401,0.0796,0.8198,0.1395616084337234
ted_A,10606,424587,0.065053,0.078374,0.045024,0.0791,0.1303,0.8843,0.1715039908885955
ted_AB,10606,522387,0.071325,0.094419,0.051725,0.0982,0.1517,1.4409,0.1157120019197464
ted_AB_unscaled,10606,522387,0.072054,0.094157,0.051626,0.0983,0.152,1.4225,0.1123007982969284
ted_A_unscaled,10606,424587,0.064531,0.077882,0.04519,0.0793,0.1292,0.8952,0.1716160029172897
ted_B_unscaled,10606,77592,0.040307,0.044406,0.020278,0.0307,0.043,0.2927,0.1148288026452064
thread,29737,2249892,0.468317,0.62431,0.416691,0.4088,0.5751,3.6326,0.3032352030277252
tmt_sym,726714,2903837,3.43433,1.494739,1.060992,1.5728,2.1797,7.1813,3.1216959953308105
torso1,116159,8516500,1.149059,1.245616,0.750592,1.619,2.4079,1000000000.0,0.7947008013725281
transient,178867,961790,3.344662,0.520845,0.389286,0.4948,0.748,3212.719,0.9448351860046388
trdheim,22099,978711,0.21792,0.284083,0.187472,0.1678,0.2849,0.8782,0.1499616056680679
Trefethen_20000,20001,287233,0.117184,0.112544,0.067133,0.0695,0.1073,1.0065,0.1616351902484893
Trefethen_20000b,20000,287217,0.116909,0.11153,0.067315,0.0689,0.1079,1.0142,0.1597664058208465
troll,213454,6099282,1.752368,1.670102,1.527206,1.2092,1.6377,1000000000.0,1.13655686378479
TSOPF_FS_b162_c1,10799,305732,0.258208,0.101158,0.070851,0.0566,0.101,0.8573,0.0945120006799697
TSOPF_FS_b162_c3,30799,904612,0.803802,0.278586,0.178506,0.1564,0.2592,1.1046,0.1519424021244049
TSOPF_FS_b162_c4,40799,1204322,1.076874,0.36847,0.246534,0.2071,0.3402,1.3868,0.1782272011041641
TSOPF_FS_b300,29215,2203949,0.962413,0.575901,0.35239,0.3702,0.548,2.4228,0.1766847968101501
TSOPF_FS_b300_c1,29215,2203949,0.961062,0.574906,0.352899,0.3705,0.5463,2.397,0.1775231957435608
TSOPF_FS_b300_c2,56815,4391071,1.977347,1.186131,0.795443,0.7472,1.1037,4.0632,0.349151998758316
TSOPF_FS_b300_c3,84415,6578753,2.941363,1.851395,1.24,1.1179,1.6414,1000000000.0,0.5006688237190247
TSOPF_FS_b39_c19,76217,998359,2.078659,0.384669,0.33584,0.208,0.3766,1.3135,0.2645279765129089
TSOPF_FS_b39_c30,120217,1575639,3.399645,0.671254,0.540464,0.3617,0.5738,2.0444,0.495769590139389
TSOPF_FS_b39_c7,28217,368599,0.717139,0.138278,0.124989,0.0718,0.1333,0.5914,0.1258208006620407
TSOPF_FS_b9_c6,14455,75801,0.30953,0.047008,0.039267,0.0241,0.0387,0.2966,0.095788799226284
TSOPF_RS_b162_c3,15375,610299,0.085936,0.098822,0.060112,0.1045,0.1817,0.8346,0.120684802532196
TSOPF_RS_b162_c4,20375,812749,0.114925,0.128979,0.08528,0.1389,0.2434,0.9193,0.1470943987369537
TSOPF_RS_b2052_c1,25627,6761100,0.594288,0.775149,0.721754,1.157,1.626,1000000000.0,0.3401407897472381
TSOPF_RS_b2383,38121,16171169,1.332682,1.86353,1.239514,2.8561,4.0391,1000000000.0,0.6701503992080688
TSOPF_RS_b2383_c1,38121,16171169,1.333334,1.859776,1.234144,2.8612,4.0515,1000000000.0,0.6720479726791382
TSOPF_RS_b300_c1,14539,1474325,0.14447,0.194035,0.115386,0.2656,0.3717,2.0623,0.1351744085550308
TSOPF_RS_b300_c2,28339,2943887,0.314096,0.367965,0.240022,0.5152,0.7671,3.1083,0.2035936117172241
TSOPF_RS_b300_c3,42139,4413449,0.46815,0.559411,0.371619,0.7782,1.1387,3.6327,0.3637664020061493
TSOPF_RS_b39_c19,38099,684206,0.14879,0.143005,0.11568,0.1495,0.2417,0.991,0.202825590968132
TSOPF_RS_b39_c30,60099,1079986,0.261763,0.23912,0.186387,0.2626,0.3637,1.3914,0.2956160008907318
TSOPF_RS_b39_c7,14099,252446,0.050861,0.05673,0.032365,0.0539,0.0848,0.4548,0.1038336008787155
TSOPF_RS_b678_c1,18697,4396289,0.385958,0.501648,0.329405,0.8044,1.054,8.0842,0.2856832146644592
TSOPF_RS_b678_c2,35697,8781949,0.735536,1.000346,0.623411,1.547,2.0834,1000000000.0,0.4762559831142425
tsyl201,20686,1237821,0.253021,0.360608,0.220733,0.2213,0.3313,3.1086,0.1711167991161346
tube1,21499,459277,0.130682,0.148154,0.114765,0.0903,0.1597,0.5486,0.1485376060009002
tube2,21499,459277,0.129779,0.149741,0.114854,0.0922,0.1517,0.6049,0.155609592795372
turon_m,189925,912345,0.875856,0.522438,0.363466,0.4565,0.6382,2.3338,0.8527008295059204
usroads,129165,165435,0.452102,0.279766,0.179302,0.239,0.3569,0.9259,0.5542367696762085
usroads-48,126147,161950,0.441392,0.273485,0.17584,0.2341,0.3499,0.8981,0.5451616048812866
vanbody,47073,1191985,0.355168,0.343523,0.299686,0.2341,0.3569,1.4858,0.2513056099414825
venturiLevel3,4026820,8054237,14.317232,9.219472,6.437078,8.4843,11.2423,1000000000.0,16.077068328857422
vibrobox,12329,177578,0.073552,0.075331,0.041066,0.0422,0.0727,1.4417,0.118656001985073
viscorocks,37763,1162244,0.222493,0.187459,0.131542,0.2152,0.3175,1.3059,0.2198911905288696
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.113238,0.101034,0.052803,0.061,0.1071,0.7171,0.2858464121818542
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.685722,0.710182,0.681923,0.4509,0.683,14.5949,1.0101056098937988
vsp_befref_fxm_2_4_air02,14110,98224,0.102595,0.053427,0.044918,0.0299,0.0437,1.0544,0.1607231944799423
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.247091,0.170352,0.117078,0.1036,0.1799,1.688,0.2985408008098602
vsp_c-30_data_data,11024,62184,0.103197,0.040506,0.03456,0.021,0.0313,0.2786,0.0933343991637229
vsp_c-60_data_cti_cs4,85831,241080,0.344211,0.197734,0.134262,0.1277,0.2016,10.4805,0.3235296010971069
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.61385,0.360282,0.277782,0.2718,0.4239,2.2951,0.6822559833526611
vsp_mod2_pgp2_slptsk,101365,389368,0.451558,0.279757,0.182464,0.1654,0.2896,5.0162,0.4516352117061615
vsp_model1_crew1_cr42_south31,45102,189976,0.966109,0.12736,0.086902,0.0814,0.1425,1.2675,0.2571968138217926
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.338022,0.406694,0.360342,0.2441,0.3463,12.3771,0.5912736058235168
vsp_p0291_seymourl_iiasa,10499,53868,0.042131,0.040464,0.019658,0.022,0.0373,4.2516,0.1331360042095184
vsp_sctap1-2b_and_seymourl,40175,140831,0.208685,0.112714,0.081363,0.0747,0.1336,8.2278,0.2562047839164734
vsp_south31_slptsk,39669,189914,0.943254,0.123334,0.080822,0.0748,0.1431,1.4245,0.2412640154361724
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.333866,0.303427,0.173248,0.1342,0.2534,1.9332,0.3647552132606506
vt2010,32581,77799,0.106749,0.090522,0.050717,0.0573,0.107,0.6783,0.210422396659851
wathen100,30402,251001,0.142189,0.10496,0.060656,0.0794,0.123,0.5384,0.1820544004440307
wathen120,36442,301101,0.172752,0.123728,0.071843,0.0861,0.1443,0.605,0.1976415961980819
web-Google,916429,5105039,3.911847,2.950502,2.09225,2.7752,4.0093,1000000000.0,4.9750657081604
web-NotreDame,325730,1497134,1.119622,0.795878,0.498499,0.5602,0.7722,32.0813,1.0224255323410034
wikipedia-20051105,1634990,19753078,9.781927,7.039344,5.868378,7.3988,10.6968,1000000000.0,12.307209968566896
wikipedia-20060925,2983495,37269096,19.343981,14.6732,12.205062,15.1872,21.4735,1000000000.0,24.053998947143555
wikipedia-20061104,3148441,39383235,20.540583,15.609695,13.002375,16.1616,22.8025,1000000000.0,25.503677368164062
wikipedia-20070206,3566908,45030389,23.617069,18.083443,15.111485,18.7102,26.2684,1000000000.0,29.30060195922852
wiki-Talk,2394386,5021410,10.99736,4.040634,3.330285,3.0044,2.9688,1000000000.0,5.0859551429748535
windscreen,22693,752541,0.174502,0.230726,0.156368,0.1351,0.2263,0.8194,0.1579935997724533
wing_nodal,10938,75488,0.046947,0.050675,0.026566,0.0284,0.0431,1.0192,0.1317919939756393
wy2010,86205,213793,0.336387,0.195197,0.131946,0.1422,0.2386,1.634,0.426908791065216
x104,108385,5138004,1.180125,1.421242,1.05199,0.9489,1.3452,1000000000.0,0.7031583786010742
Zd_Jac2,22836,1642833,0.216438,0.23768,0.204467,0.2989,0.4437,10.8334,0.3135232031345367
ogb,2449029,126167053,952.966691,1057.307902,,64.9581,79.1055,162.9809,83.35520935058594
reddit,232965,114848857,3040.120102,3646.402919,,25.7073,35.1086,1000000000.0,27.21909523010254
GitHub,37700,615706,2164.596698,2858.845702,,0.1455,0.2699,6.4306,0.4078944325447082
artist,50515,1638396,2737.046467,3092.188385,,0.3706,0.5581,2.23,0.8289055824279785
ell,203769,672479,826.61732,1163.005781,,0.4397,0.6476,0.7096,0.981536030769348
amazon,403394,9068096,1918.569804,2469.092189,,2.6092,3.6364,172.444,4.1897501945495605
amazon0505,410236,4878874,1312.025594,1863.392484,,1.8102,2.5946,4.7228,2.9658143520355225
dd,334925,1686092,1338.281118,1796.103395,,0.7431,1.0834,1.0711,1.5477951765060425
yelp,716847,13954819,1223.9687,1634.208008,,5.4324,7.9826,19.4849,8.871081352233887
comamazon,334863,1851744,749.462574,1098.664426,,1.1667,1.6811,2.0749,1.93558406829834
IGB_small,1000000,13068130,811.670602,997.989947,,7.7997,9.666,13.5148,10.478291511535645
