dataSet,num_nodes,num_edges,sputnik,cusparse,rode,gespmm,advisor,tcgnn,dtc
lhr34,35153,764014,0.093978,0.087936,0.047936,0.0835,0.1518,0.1128,0.132105603814125
lhr34c,35153,764014,0.094211,0.08631,0.046989,0.084,0.1516,0.1127,0.1389407962560653
lhr71,70305,1528092,0.208848,0.153523,0.112013,0.1787,0.2979,10000000.0,0.2134784013032913
lhr71c,70305,1528092,0.207469,0.152752,0.111472,0.1781,0.2981,10000000.0,0.2233823984861374
li,22696,1350309,0.111693,0.118966,0.08177,0.1248,0.2082,10000000.0,0.1233088001608848
Long_Coup_dt0,1470153,44279572,9.62807,3.250749,3.061261,4.6684,7.1916,10000000.0,4.459996700286865
Long_Coup_dt6,1470153,44279572,9.620739,3.244365,3.052275,4.6715,7.1893,10000000.0,4.492777824401856
lowThrust_10,18261,116074,0.030794,0.031066,0.013139,0.0229,0.0329,0.0534,0.1269471943378448
lowThrust_11,18369,117002,0.032422,0.032029,0.013552,0.0236,0.0331,0.0537,0.1262464076280594
lowThrust_12,18459,117423,0.035315,0.032454,0.013331,0.024,0.0329,0.0539,0.1284895986318588
lowThrust_13,18477,117580,0.033066,0.031747,0.01319,0.024,0.0333,0.0548,0.1273120045661926
lowThrust_4,13563,84240,0.027757,0.030374,0.010886,0.0216,0.0263,0.0476,0.1148159950971603
lowThrust_5,16263,103701,0.031757,0.031299,0.01231,0.0224,0.0287,0.0498,0.1487391889095306
lowThrust_6,16929,108376,0.032646,0.032525,0.012784,0.0227,0.0315,0.0519,0.1256704032421112
lowThrust_7,17379,110607,0.033283,0.032778,0.013043,0.0227,0.0319,0.0522,0.127833604812622
lowThrust_8,17703,113139,0.032282,0.032653,0.013638,0.0227,0.0324,0.0528,0.1264832019805908
lowThrust_9,18045,114806,0.032867,0.032544,0.013034,0.0228,0.0325,0.0531,0.1274528056383133
lp1,534389,1088904,0.945856,0.494621,0.363693,0.5327,1.0326,10000000.0,1.1930720806121826
luxembourg_osm,114600,119666,0.198147,0.115632,0.078243,0.1238,0.1768,0.0914,0.3054208159446716
m14b,214766,1679018,0.54407,0.320138,0.192387,0.2996,0.4914,10000000.0,0.688585638999939
mario001,38435,114643,0.055037,0.047741,0.021334,0.0245,0.0486,0.0554,0.1280768066644668
mario002,389875,1167685,0.744666,0.487754,0.337869,0.4941,0.7484,10000000.0,0.9302111864089966
mark3jac040sc,18290,113435,0.03287,0.032202,0.01496,0.0185,0.0425,0.0598,0.0958112031221389
mark3jac060sc,27450,170695,0.04552,0.042755,0.020186,0.0257,0.0551,0.0802,0.0973439961671829
me2010,69519,167738,0.111856,0.085222,0.049395,0.0607,0.1118,0.1202,0.2529920041561126
memplus,17759,126150,0.042368,0.033235,0.025162,0.022,0.0342,0.5787,0.1206431984901428
mip1,66464,5209641,0.381965,0.344458,0.264458,0.4702,0.8225,10000000.0,0.236054390668869
ML_Laplace,377003,27689972,1.590058,1.892186,1.583805,2.46,4.2125,10000000.0,1.4987519979476929
mouse_gene,45102,14506196,1.007494,1.06897,0.945776,1.3619,2.2834,10000000.0,1.9772287607192995
msc10848,10849,620313,0.054758,0.062806,0.040605,0.0625,0.1062,0.2007,0.1088256016373634
msc23052,23053,588933,0.068589,0.06337,0.032781,0.0603,0.108,0.1813,0.1138079985976219
msdoor,415864,10328399,2.021357,0.807994,0.774653,1.671,2.2834,10000000.0,1.142041563987732
m_t1,97579,4925574,0.481184,0.372707,0.32425,0.5101,1.087,10000000.0,0.3979423940181732
mult_dcop_01,25188,193276,0.603907,0.047203,0.038685,0.0327,0.077,41.3438,0.1088256016373634
mult_dcop_02,25188,193276,0.609014,0.048109,0.038765,0.0349,0.0792,41.4436,0.1080991998314857
mult_dcop_03,25188,193216,0.596643,0.047898,0.038454,0.0332,0.0796,38.5122,0.1053055971860885
NACA0015,1039184,3114818,2.08928,1.339322,0.983882,2.627,3.488,10000000.0,2.4307072162628174
nasasrb,54871,1366097,0.193018,0.125738,0.079952,0.1441,0.2805,10000000.0,0.1900544017553329
nd12k,36001,7128473,0.526394,0.534035,0.321382,1.4552,2.3374,10000000.0,0.3013567924499511
nd24k,72001,14393817,1.091094,1.06121,0.656931,1.7464,2.7997,10000000.0,0.5039775967597961
nd6k,18001,3457658,0.24103,0.261309,0.167686,0.5941,1.0151,10000000.0,0.1437152028083801
net100,29921,1031560,0.084954,0.10103,0.059232,0.1035,0.1856,10000000.0,0.185110405087471
net125,36721,1306960,0.117222,0.122944,0.082595,0.132,0.4445,10000000.0,0.221766397356987
net150,43521,1582360,0.144576,0.144326,0.103738,0.1628,0.5005,10000000.0,0.2824160158634186
net4-1,88344,1265035,0.234899,0.315706,0.130099,0.1805,0.3477,10000000.0,0.357395201921463
net50,16321,480760,0.043802,0.057251,0.031859,0.056,0.0969,0.6678,0.1308927983045578
net75,23121,756160,0.06351,0.080362,0.04345,0.0792,0.1394,0.5362,0.1506687998771667
netherlands_osm,2216689,2441238,3.777591,1.840646,1.36561,2.107,3.0309,10000000.0,4.405807971954346
nh2010,48838,117275,0.076912,0.068467,0.037744,0.0343,0.0772,0.0785,0.1832576096057891
NLR,4163764,12487976,8.389772,5.418029,4.149078,5.7868,7.9843,10000000.0,9.660636901855469
NotreDame_www,325730,929849,0.515782,0.684496,0.194352,0.2172,0.3256,0.3511,0.5542719960212708
nv2010,84539,208499,0.148083,0.098397,0.065936,0.0742,0.137,0.1311,0.2763616144657135
ohne2,181344,11063545,0.912048,0.871523,0.789552,1.1005,1.7443,10000000.0,1.244579195976257
oilpan,73753,1835470,0.252147,0.158166,0.128928,0.2032,0.3316,10000000.0,0.2170176059007644
olafu,16147,515651,0.055462,0.053718,0.030522,0.0504,0.0931,0.0627,0.0931776016950607
onetone2,36058,227628,0.066925,0.060886,0.03711,0.0344,0.0791,0.0775,0.1329952031373977
OPF_10000,43888,255799,0.082886,0.066237,0.037904,0.0556,0.1012,0.1081,0.1653216034173965
opt1,15450,973052,0.0892,0.084026,0.050896,0.0924,0.1578,0.1524,0.1033471971750259
p2p-Gnutella31,62587,147892,0.101715,0.074598,0.04465,0.0382,0.0646,0.1041,0.1866495907306671
parabolic_fem,525826,2100225,1.15985,0.775786,0.568621,0.7523,1.1252,10000000.0,1.2829407453536987
patents,3774769,14970767,8.250589,5.768198,4.196713,5.4986,7.0368,10000000.0,7.371456146240234
pattern1,19243,4671337,0.376115,0.341414,0.243382,0.4622,0.7229,10000000.0,0.6247168183326721
pcrystk02,13966,491274,0.049184,0.052669,0.028125,0.0485,0.0886,0.0669,0.0965055972337722
pcrystk03,24697,887937,0.082502,0.083178,0.051859,0.0811,0.1472,0.1149,0.1099712029099464
pct20stif,52330,1375396,0.1728,0.124154,0.087066,0.1425,0.2442,10000000.0,0.1869920045137405
pdb1HYS,36418,2190591,0.202928,0.174301,0.130592,0.1973,0.3459,10000000.0,0.160502403974533
pds10,16559,83108,0.028691,0.03231,0.01385,0.0214,0.0354,0.0985,0.082761600613594
PFlow_742,742794,18940627,2.838886,1.389421,1.321258,1.9524,3.1691,10000000.0,2.248988628387451
pkustk01,22045,500712,0.061798,0.05704,0.027584,0.0527,0.0945,0.1351,0.1069471985101699
pkustk02,10801,410400,0.042682,0.048592,0.024429,0.0431,0.0766,0.1415,0.0983871966600418
pkustk03,63337,1596876,0.199635,0.147267,0.114902,0.1733,0.3009,10000000.0,0.2095040082931518
pkustk04,55591,2137125,0.359315,0.185488,0.135667,0.2243,0.3849,10000000.0,0.2397855967283249
pkustk05,37165,1121154,0.132477,0.106832,0.065795,0.1143,0.2068,10000000.0,0.1643680036067962
pkustk06,43165,1307466,0.15857,0.127923,0.080589,0.1362,0.2382,10000000.0,0.1762495934963226
pkustk07,16861,1217832,0.098928,0.104858,0.063482,0.119,0.1927,10000000.0,0.1224383935332298
pkustk08,22210,1624440,0.138346,0.138666,0.08399,0.1563,0.252,10000000.0,0.1403807997703552
pkustk09,33961,808800,0.103472,0.085552,0.049405,0.0837,0.1525,0.1465,0.1273472011089325
pkustk10,80677,2194830,0.266506,1.22585,0.159248,0.2354,0.3937,10000000.0,0.2461119890213012
pkustk11,87805,2652858,0.310586,0.235152,0.176822,0.2835,0.4681,10000000.0,0.2821215987205505
pkustk12,94654,3803485,0.486058,0.316861,0.244352,0.392,0.662,10000000.0,0.4045407772064209
pkustk13,94894,3355860,0.383258,0.284582,0.226819,0.355,0.5662,10000000.0,0.3957567811012268
pkustk14,151927,7494215,0.727082,0.566525,0.466944,0.7241,1.187,10000000.0,0.6019167900085449
pli,22696,686502,0.075008,0.072339,0.039456,0.066,0.1112,0.1254,0.1127199977636337
PR02R,161071,8185136,0.620205,0.608986,0.568803,0.7598,1.354,10000000.0,0.6195679903030396
Pres_Poisson,14823,365313,0.047882,0.0468,0.02177,0.0405,0.071,0.0724,0.0917599946260452
pwtk,217919,5926171,0.925238,0.45711,0.328954,0.5843,0.9091,10000000.0,0.631219208240509
qa8fk,66128,863353,0.162778,0.110944,0.060829,0.1125,0.1723,0.1903,0.2101183831691742
qa8fm,66128,863353,0.162173,0.110566,0.060838,0.1126,0.172,0.1903,0.2120896130800247
raefsky3,21201,1488768,0.081325,0.12521,0.068832,0.135,0.2359,10000000.0,0.1024544015526771
raefsky4,19780,674195,0.066877,0.065616,0.037603,0.064,0.1176,0.1056,0.1031583994626998
rajat15,37262,443573,0.168362,0.068128,0.052298,0.0584,0.1203,1.2462,0.1548800021409988
rajat22,39900,197264,0.19895,0.067658,0.050742,0.0485,0.0856,2.5003,0.1346687972545623
rajat26,51033,249302,0.219741,0.082554,0.057328,0.0745,0.1096,2.5235,0.1924832016229629
ramage02,16831,1441591,0.121152,0.118925,0.084714,0.1374,0.221,10000000.0,0.1128671988844871
Reuters911,13333,148038,0.085814,0.05351,0.030733,0.0246,0.0511,0.7008,0.1339807957410812
rgg_n_2_15_s0,32769,160240,0.055555,0.048061,0.022368,0.0272,0.0576,0.0804,0.113584004342556
rgg_n_2_22_s0,4194305,30359198,11.145708,4.401798,3.096781,5.5947,9.1327,10000000.0,12.048550605773926
ri2010,25182,62875,0.034266,0.038182,0.014915,0.0206,0.036,0.0527,0.1456864029169082
rim,22561,1014951,0.086342,0.428582,0.061232,0.0941,0.1751,10000000.0,0.1099776029586792
RM07R,381690,37464962,2.294848,2.754038,1.893933,3.661,5.5202,10000000.0,2.108553409576416
rma10,46836,2374001,0.18904,0.188128,0.145488,0.2265,0.3742,10000000.0,0.1935264021158218
roadNet-CA,1971282,2766607,3.654205,1.952394,1.330032,2.0811,3.2221,10000000.0,4.242598533630371
roadNet-PA,1090921,1541898,2.03009,1.081808,0.742371,1.1514,1.7938,10000000.0,2.4423391819000244
roadNet-TX,1393384,1921660,2.567344,1.364976,0.93665,1.4747,2.2634,10000000.0,3.0361151695251465
s3dkq4m2,90450,2455670,0.36391,0.199264,0.137514,0.2469,0.3768,10000000.0,0.2496192008256912
s3dkt3m2,90450,1921955,0.31753,0.168678,0.098208,0.2153,0.3235,10000000.0,0.2479007989168167
s4dkt3m2,90450,1921955,0.316749,0.167878,0.097334,0.2157,0.3235,10000000.0,0.2491103857755661
Serena,1391350,32961525,8.611642,2.623616,2.188851,3.6673,5.5961,10000000.0,4.09938907623291
shermanACb,18511,145149,0.324445,0.036285,0.033811,0.0247,0.0539,6.2927,0.1057216078042984
ship_001,34921,2339575,0.206301,0.184474,0.13353,0.2192,0.3646,10000000.0,0.1743360012769699
ship_003,121729,4103881,0.466269,0.327066,0.279002,0.4204,0.6787,10000000.0,0.4575327932834625
shipsec1,140875,3977139,0.568042,0.324099,0.249485,0.4208,0.6602,10000000.0,0.4709760248661041
shipsec5,179861,5146478,0.765171,0.403808,0.313235,0.5376,0.8428,10000000.0,0.5447648167610168
shipsec8,114920,3384159,0.441603,0.278771,0.217232,0.3531,0.5663,10000000.0,0.4274400174617767
Si10H16,17078,446500,0.049101,0.053286,0.02511,0.0483,0.0805,0.1937,0.1039775982499122
Si34H36,97570,2626974,0.312512,0.24385,0.136973,0.3026,0.4414,10000000.0,0.4707359671592712
Si41Ge41H72,185640,7598452,0.739642,0.605728,0.364086,0.8004,1.2073,10000000.0,0.9302911758422852
Si5H12,19897,379247,0.050851,0.049472,0.02688,0.0445,0.0699,0.1977,0.1113952025771141
Si87H76,240370,5451000,0.75376,0.479011,0.293082,0.6329,0.9236,10000000.0,1.017686367034912
sinc15,11533,568526,0.046886,0.061766,0.03448,0.0615,0.0942,0.3684,0.3514496088027954
SiO,33402,675528,0.090653,0.084512,0.05311,0.075,0.1212,0.3837,0.1501888036727905
SiO2,155332,5719417,0.575322,0.463667,0.270976,0.5967,0.9396,10000000.0,0.7125824093818665
skirt,12599,104559,0.027005,0.030422,0.012368,0.0169,0.0306,0.0347,0.0873375982046127
smallworld,100001,499998,0.209008,0.13537,0.079712,0.1262,0.1932,0.1395,0.259740799665451
sme3Dc,42931,3148656,0.264125,0.277888,0.234419,0.3252,0.5238,10000000.0,0.6504319906234741
smt,25711,1889447,0.16425,0.153821,0.104179,0.1748,0.2923,10000000.0,0.1240640059113502
soc-sign-Slashdot090221,82145,549202,0.15071,0.112134,0.071315,0.0964,0.1516,0.54,0.2588992118835449
sparsine,50001,799494,0.145558,0.106179,0.071091,0.1091,0.18,0.4428,0.2896479964256286
srb1,54925,1508538,0.185325,0.135027,0.08968,0.1559,0.2609,10000000.0,0.1966495960950851
Stanford,281904,2312497,2.356349,0.60048,0.371158,0.5179,0.9038,10000000.0,1.027241587638855
std1_Jac2,21983,1248731,0.106406,0.316845,0.090912,0.1303,0.205,10000000.0,0.15137280523777
std1_Jac3,21983,1455848,0.121277,0.132266,0.104762,0.1439,0.2343,10000000.0,0.1756288111209869
stokes128,49667,295938,0.095216,0.073738,0.034979,0.0512,0.0957,0.089,0.1495712101459503
stokes64,12547,74242,0.033267,0.03799,0.013712,0.0151,0.0243,0.0278,0.0840991958975792
struct3,53571,613632,0.131008,0.093978,0.052595,0.0774,0.1432,0.1011,0.1886399984359741
t2dah,11446,93781,0.026051,0.02944,0.011869,0.0153,0.0259,0.0254,0.0864031985402107
t2dah_a,11446,93781,0.024973,0.028106,0.011626,0.0153,0.026,0.0255,0.0864415988326072
t2dah_e,11446,93781,0.027114,0.029978,0.011552,0.0154,0.0256,0.025,0.0872416049242019
t3dh,79172,2215638,0.302995,0.188838,0.152189,0.2408,0.378,10000000.0,0.3437088131904602
t3dh_a,79172,2215638,0.298237,0.188288,0.151968,0.2405,0.3786,10000000.0,0.3442912101745605
t3dh_e,79172,2215638,0.308915,0.190483,0.154563,0.2406,0.3775,10000000.0,0.3448671996593475
t3dl,20361,265113,0.04463,0.049021,0.02001,0.0357,0.0525,0.0816,0.1053503975272178
t3dl_a,20361,265113,0.044704,0.043744,0.018934,0.0359,0.0527,0.0812,0.1053055971860885
tandem_vtx,18455,135902,0.037571,0.03729,0.01559,0.024,0.0405,0.063,0.1054335981607437
ted_A,10606,424587,0.039514,0.051008,0.026112,0.0437,0.079,0.061,0.1145568042993545
ted_AB,10606,522387,0.043024,0.05616,0.031203,0.054,0.0922,0.0958,0.1023424044251442
ted_AB_unscaled,10606,522387,0.043194,0.05649,0.031018,0.0539,0.0916,0.0957,0.1014431938529014
ted_A_unscaled,10606,424587,0.038406,0.05071,0.02601,0.0437,0.0787,0.0606,0.1149312034249305
ted_B_unscaled,10606,77592,0.02431,0.031018,0.010784,0.0217,0.0269,0.0208,0.1153279989957809
thread,29737,2249892,0.191526,0.178352,0.118688,0.2149,0.3478,10000000.0,0.1559872031211853
tmt_sym,726714,2903837,1.448006,0.733757,0.499725,0.7897,1.2319,10000000.0,1.6413791179656982
torso1,116159,8516500,0.590128,0.655709,0.378029,0.8251,1.457,10000000.0,0.4422880113124847
transient,178867,961790,3.147747,0.272038,0.19233,0.2521,0.4075,710.3231,0.6306143999099731
trdheim,22099,978711,0.095379,0.085158,0.050355,0.0856,0.159,0.0983,0.1039232015609741
Trefethen_20000,20001,287233,0.044605,0.046666,0.023498,0.0356,0.0552,0.115,0.1050879955291748
Trefethen_20000b,20000,287217,0.044784,0.046432,0.023603,0.0358,0.0548,0.1149,0.1053984016180038
troll,213454,6099282,0.910378,0.469456,0.369814,0.6158,0.981,10000000.0,0.5949407815933228
TSOPF_FS_b162_c1,10799,305732,0.03072,0.223222,0.019392,0.0322,0.0611,0.0542,0.0796863958239555
TSOPF_FS_b162_c3,30799,904612,0.074378,0.560269,0.04832,0.0805,0.1507,0.108,0.1112640053033828
TSOPF_FS_b162_c4,40799,1204322,0.113245,0.782013,0.062909,0.1062,0.1953,10000000.0,0.1156736016273498
TSOPF_FS_b300,29215,2203949,0.125117,0.58343,0.090026,0.1952,0.3215,10000000.0,0.1204640045762062
TSOPF_FS_b300_c1,29215,2203949,0.127046,0.583219,0.090026,0.1952,0.3209,10000000.0,0.1152096018195152
TSOPF_FS_b300_c2,56815,4391071,0.257069,1.146448,0.193382,0.3866,0.6391,10000000.0,0.1851488053798675
TSOPF_FS_b300_c3,84415,6578753,0.380925,1.693862,0.295059,0.5738,0.9665,10000000.0,0.3033184111118316
TSOPF_FS_b39_c19,76217,998359,0.152122,1.429389,0.080266,0.1084,0.2014,0.1342,0.1778848022222519
TSOPF_FS_b39_c30,120217,1575639,0.244909,0.179062,0.133968,0.1874,0.3278,10000000.0,0.234892800450325
TSOPF_FS_b39_c7,28217,368599,0.049158,0.486826,0.02599,0.0401,0.0757,0.0545,0.1006527990102768
TSOPF_FS_b9_c6,14455,75801,0.025114,0.254704,0.01047,0.0149,0.0249,0.0213,0.0948351994156837
TSOPF_RS_b162_c3,15375,610299,0.04777,0.058899,0.031075,0.0565,0.1083,0.0826,0.0896511971950531
TSOPF_RS_b162_c4,20375,812749,0.059859,0.07207,0.040918,0.0724,0.1385,0.097,0.1011743992567062
TSOPF_RS_b2052_c1,25627,6761100,0.301482,0.401107,0.360333,0.6085,0.9815,10000000.0,0.1807104051113128
TSOPF_RS_b2383,38121,16171169,0.674048,0.952272,0.619421,1.4402,2.3559,10000000.0,0.3510720133781433
TSOPF_RS_b2383_c1,38121,16171169,0.674198,0.95319,0.618854,1.4411,2.3548,10000000.0,0.349427193403244
TSOPF_RS_b300_c1,14539,1474325,0.074557,0.105856,0.060109,0.1409,0.2216,10000000.0,0.1032735928893089
TSOPF_RS_b300_c2,28339,2943887,0.164006,0.195328,0.121715,0.2733,0.4378,10000000.0,0.1449311971664428
TSOPF_RS_b300_c3,42139,4413449,0.239661,0.298387,0.185898,0.4024,0.6652,10000000.0,0.1882847994565963
TSOPF_RS_b39_c19,38099,684206,0.092758,0.078614,0.055315,0.0773,0.1317,0.0981,0.1477183997631073
TSOPF_RS_b39_c30,60099,1079986,0.146845,0.134874,0.096797,0.1385,0.2149,10000000.0,0.1940224021673202
TSOPF_RS_b39_c7,14099,252446,0.030304,0.038461,0.019904,0.0319,0.0521,0.0403,0.0780704021453857
TSOPF_RS_b678_c1,18697,4396289,0.20271,0.259978,0.18032,0.4366,0.6322,10000000.0,0.1470303982496261
TSOPF_RS_b678_c2,35697,8781949,0.381155,0.512934,0.337139,0.7865,1.2531,10000000.0,0.2921535968780517
tsyl201,20686,1237821,0.105306,0.10631,0.059779,0.1132,0.1948,10000000.0,0.1176352053880691
tube1,21499,459277,0.060906,0.053645,0.026422,0.0451,0.0783,0.0549,0.1012287959456443
tube2,21499,459277,0.058675,0.053843,0.024954,0.0466,0.082,0.0612,0.1100031957030296
turon_m,189925,912345,0.384586,0.23423,0.157078,0.2337,0.3628,0.276,0.4467999935150146
usroads,129165,165435,0.221667,0.140989,0.089395,0.1299,0.2021,0.1141,0.3100064098834991
usroads-48,126147,161950,0.215827,0.138627,0.087488,0.1281,0.1957,0.1128,0.3095712065696716
vanbody,47073,1191985,0.153043,0.111974,0.069232,0.1239,0.2144,10000000.0,0.1729536056518554
venturiLevel3,4026820,8054237,7.291645,3.974237,2.779725,4.266,6.2779,10000000.0,8.278082847595215
vibrobox,12329,177578,0.031139,0.035978,0.016867,0.0242,0.0441,0.1,0.0920832008123397
viscorocks,37763,1162244,0.12353,0.105174,0.066163,0.1133,0.1931,10000000.0,0.1404639929533004
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.047011,0.061635,0.018426,0.0229,0.0429,0.0698,0.1730175912380218
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.238301,0.19936,0.167706,0.2363,0.3765,10000000.0,0.5424543619155884
vsp_befref_fxm_2_4_air02,14110,98224,0.026563,0.047053,0.012723,0.0199,0.0279,0.0672,0.1410688012838363
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.101635,0.066608,0.04137,0.0468,0.0978,0.121,0.2222143858671188
vsp_c-30_data_data,11024,62184,0.02288,0.027562,0.008634,0.0137,0.0204,0.0206,0.0949696004390716
vsp_c-60_data_cti_cs4,85831,241080,0.169821,0.095373,0.064083,0.0707,0.1139,0.8107,0.2065599858760833
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.254166,0.147526,0.09416,0.1395,0.2411,0.1877,0.3629215955734253
vsp_mod2_pgp2_slptsk,101365,389368,0.17208,0.116621,0.065744,0.0877,0.1644,0.331,0.2874656021595001
vsp_model1_crew1_cr42_south31,45102,189976,0.064262,0.054637,0.026461,0.0298,0.0574,0.0844,0.1450975984334945
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.107952,0.124522,0.098333,0.1239,0.2079,10000000.0,0.3303744196891784
vsp_p0291_seymourl_iiasa,10499,53868,0.02472,0.031814,0.012582,0.0181,0.0249,0.2677,0.1117472052574157
vsp_sctap1-2b_and_seymourl,40175,140831,0.057587,0.069642,0.02552,0.029,0.057,0.5205,0.1903423964977264
vsp_south31_slptsk,39669,189914,0.058941,0.064867,0.025085,0.0287,0.0622,0.0991,0.150028795003891
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.122595,0.084829,0.044198,0.0704,0.1463,0.1347,0.2278464138507843
vt2010,32581,77799,0.045782,0.045069,0.019242,0.0215,0.0451,0.0591,0.1533375978469848
wathen100,30402,251001,0.058912,0.065286,0.034435,0.0354,0.0555,0.0591,0.1099807992577552
wathen120,36442,301101,0.072301,0.066714,0.031606,0.0409,0.081,0.0683,0.1200512051582336
web-Google,916429,5105039,1.957981,1.486963,1.043962,1.3998,2.0845,10000000.0,2.5931553840637207
web-NotreDame,325730,1497134,0.56737,0.535088,0.248832,0.2837,0.4259,10000000.0,0.6168128252029419
wikipedia-20051105,1634990,19753078,4.897267,3.54417,2.921914,3.7254,5.8207,10000000.0,6.320127964019775
wikipedia-20060925,2983495,37269096,9.671465,7.368582,6.079299,7.6353,11.6076,10000000.0,12.29700756072998
wikipedia-20061104,3148441,39383235,10.274294,7.839427,6.481885,8.1224,12.3236,10000000.0,13.0291748046875
wikipedia-20070206,3566908,45030389,11.804272,9.083801,7.528506,9.4069,14.2002,10000000.0,14.946368217468262
wiki-Talk,2394386,5021410,7.388889,2.28688,1.653459,1.5082,1.5677,10000000.0,2.831571102142334
windscreen,22693,752541,0.071392,0.073341,0.043632,0.0681,0.1243,0.1013,0.1110303997993469
wing_nodal,10938,75488,0.024739,0.032067,0.010909,0.018,0.0281,0.0601,0.120748795568943
wy2010,86205,213793,0.141622,0.098602,0.06073,0.0769,0.1383,0.1516,0.2788512110710144
x104,108385,5138004,0.504685,5.948278,0.366445,0.4858,0.8154,10000000.0,0.4242591857910156
Zd_Jac2,22836,1642833,0.118672,0.13496,0.113776,0.1589,0.26,10000000.0,0.1546560078859329
ogb,2449029,126167053,30.512939,33.903988,30.523331,32.3438,41.0936,10000000.0,41.71695709228516
reddit,232965,114848857,8.7248,9.415556,8.230634,12.9721,19.5201,10000000.0,13.63503074645996
GitHub,37700,615706,0.483856,0.081779,0.068029,0.0777,0.1607,6.0347,0.2527711987495422
artist,50515,1638396,0.195869,0.167174,0.138115,0.1955,0.3299,10000000.0,0.4304992258548736
ell,203769,672479,0.402835,0.216486,0.147926,0.2207,0.3706,0.3812,0.6081727743148804
amazon,403394,9068096,1.647763,1.234835,0.935098,1.3205,1.9771,10000000.0,2.164374351501465
amazon0505,410236,4878874,1.398323,0.97056,0.672605,0.9104,1.3355,10000000.0,1.5813119411468506
amazon0505,410236,4878874,1.398323,0.97056,0.672605,0.9104,1.3355,10000000.0,1.5811840295791626
amazon0505,410236,4878874,1.398323,0.97056,0.672605,0.9121,1.3389,10000000.0,1.5813119411468506
amazon0505,410236,4878874,1.398323,0.97056,0.672605,0.9121,1.3389,10000000.0,1.5811840295791626
dd,334925,1686092,0.736122,0.334877,0.241328,0.3755,0.6272,10000000.0,0.8182239532470703
yelp,716847,13954819,2.77399,2.956989,2.180125,2.7322,3.9911,10000000.0,4.516761779785156
comamazon,334863,1851744,0.786998,0.646662,0.433504,0.5896,0.8612,10000000.0,1.056057691574097
IGB_small,1000000,13068130,4.235693,4.156823,3.35855,3.92,4.9569,10000000.0,5.340041637420654
