dataSet,rows_,columns_,nonzeros_,sputnik,Sputnik_gflops,cusparse,cuSPARSE_gflops,rode,ours_gflops
web-NotreDame, 325730, 325730, 1497134, 1.121267, 683.630621, 0.793632, 965.853978, 0.497930, 1539.439664
wikipedia-20051105, 1634990, 1634990, 19753078, 9.783584, 1033.729164, 7.037466, 1437.104835, 5.871517, 1722.480967
wikipedia-20060925, 2983495, 2983495, 37269096, 19.335312, 986.887476, 14.656189, 1301.960366, 12.204320, 1563.526483
wikipedia-20061104, 3148441, 3148441, 39383235, 20.538715, 981.766153, 15.620256, 1290.901779, 13.002482, 1550.797408
wikipedia-20070206, 3566908, 3566908, 45030389, 23.620716, 976.073644, 18.101139, 1273.707589, 15.115370, 1525.305626
wiki-Talk, 2394386, 2394386, 5021410, 11.026672, 233.158458, 4.041808, 636.092056, 3.331085, 771.809202
windscreen, 22693, 22693, 752541, 0.136576, 2821.147206, 0.130214, 2958.973639, 0.098672, 3904.866447
wing_nodal, 10938, 10938, 75488, 0.039536, 977.586420, 0.040230, 960.712710, 0.016957, 2279.313048
wy2010, 86205, 86205, 213793, 0.272518, 401.668355, 0.172080, 636.111189, 0.113258, 966.487168
x104, 108385, 108385, 5138004, 0.988394, 2661.549070, 0.733002, 3588.884389, 0.721942, 3643.861521
Zd_Jac2, 22836, 22836, 1642833, 0.218736, 3845.414003, 0.238669, 3524.258295, 0.206707, 4069.188353
ogb, 2449029, 2449029, 126167053, 61.042339, 1058.241395, 67.788818, 952.923103, 61.097351, 1057.288573
reddit, 232965, 232965, 114848857, 17.354471, 3388.326580, 19.370295, 3035.710981, 16.185955, 3632.940524
GitHub, 37700, 37700, 615706, 0.575680, 547.598427, 0.147331, 2139.678952, 0.110659, 2848.759571
artist, 50515, 50515, 1638396, 0.357274, 2347.944954, 0.309126, 2713.643187, 0.271648, 3088.035792
ell, 203769, 203769, 672479, 0.787075, 437.454076, 0.418557, 822.610599, 0.296531, 1161.123172
amazon, 403394, 403394, 9068096, 3.252726, 1427.376494, 2.423926, 1915.431608, 1.880918, 2468.403398
amazon0505, 410236, 410236, 4878874, 2.781648, 898.022838, 1.905341, 1311.042902, 1.340109, 1864.015468
dd, 334925, 334925, 1686092, 1.449478, 595.579129, 0.645386, 1337.617550, 0.480704, 1795.864119
yelp, 716847, 716847, 13954819, 5.527040, 1292.711324, 5.841402, 1223.142617, 4.374803, 1633.186012
comamazon, 334863, 334863, 1851744, 1.562518, 606.772326, 1.266109, 748.824215, 0.863242, 1098.293865
IGB_small, 1000000, 1000000, 13068130, 8.468147, 790.123547, 8.247690, 811.243234, 6.704400, 997.983815
